Taxa	Abl	Bbl	Cbl	Dbl	Ebl	Fbl	Gbl	Hbl	Ibl	Jbl	Kbl	Mbl	Obl	Pbl	Qbl	Rbl	Sbl	Tbl	Ubl	Vbl	Wbl	Xbl
Coprococcus	0	0.008909788	0.0192151	0	0.001328712	0.013602047	0.000119567	0.001377328	0.003853439	0.005138616	0.006933463	0.003016274	0.000973766	0.003638498	0.003631169	0.003585147	0.005375983	0.001612133	0.000121566	0.003318391	0	0.006015312
Shuttleworthia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hespellia	0	0	0	0	0	0.000124789	0	0	0	0	0	0	0	0	0	0	6.71998E-05	0	0	0	0	0
Lachnobacterium	0	0	0	0	0	0	0	0	0	0	0.003345092	0	0	5.86854E-05	0	0.00128041	0	0	0	0.000931478	0	0
Oribacterium	0	0	0.000135796	0	0	0	0	0	0	0	0	0	0.000171841	0.000117371	0.000119055	0	0	0	0	0.000174652	0	0.000121521
Pseudobutyrivibrio	0	0	0.000135796	0	0	0	0	0	0	0	0	0.001613356	0	0	0	0	0	0	0	0	0	0
Howardella	0	0	0	0	0.002253033	0	0	0	0	0	0.000729838	0.002665544	0	0	0.000654801	0.000192061	0	0	0	0	0	0
Acetitomaculum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Robinsoniella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.71998E-05	5.97086E-05	0	0	0	0
Faecalibacterium	0.040624611	0.087674793	0.126493753	0.000587165	0.009647603	0.155737193	0.074430561	0.021797712	0.057801581	0.070354628	0.011920691	0.054924242	0.013002635	0.063380282	0.036966486	0.037708067	0.069081379	0.041318366	0.005044979	0.033998952	0.055628889	0.067019079
Ruminococcus	0.024822695	0.046219527	0.027023357	0.064000939	0.004679376	0.014350783	0.000298918	0.007006408	0	0.07409757	0.001277217	0.010592031	0.000744644	0.159507042	0.154473481	0.010115237	0.013507157	0.003522809	0.065584731	0.00622926	0.044880256	0.002794993
Clostridium_IV	0.034527809	0.023573815	0.038837588	0.048323645	0.002484113	0.013102889	0.009565373	0.003113959	0.020377506	0.006026772	0.191704172	0.007645903	0.002176653	0.12435446	0.09917257	0.025352113	0.004233586	0.021136852	0.027777778	0.00512313	0.089006223	0.008445741
Butyricicoccus	0.006283439	0.000680609	0.002512222	0.000939463	0.001848642	0.001185499	0	0.000299419	0.000195938	0.000126879	0.000425739	0.00547138	0.000687364	0.000234742	5.95274E-05	0.002816901	0.000739198	0.00041796	0.000243132	0.000698609	0.00301716	0.000972172
Oscillibacter	0.001430882	0.002598688	0.00672189	0	0.00034662	0.000311974	0	0.000658722	0.000653125	0.003679503	0.046283907	0.002455107	0	0.000880282	0.002678731	0.001408451	0.00302399	0.000776212	0	0.008965477	0.001602866	0.008506501
Subdoligranulum	0.008212019	0.020603886	0.010795763	0.021901239	0.061929521	0.011106258	0.198840198	0.181328223	0.010515316	0.005075176	0.003710011	0.013117284	0.043246649	0.026349765	0.017262932	0.048207426	0.024124723	0.000179126	0.022246535	0.020317867	0.001320008	0.040162839
Papillibacter	0.000124425	0	0.000135796	0	0	0.000499158	0	0.000119768	0	0.000888156	0.001094757	0.000210438	0.000400962	0	0.000297637	0.000640205	0	0	0	5.82174E-05	0	0.000303804
Hydrogenoanaerobacterium	0.000124425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sporobacter	0	0.000433115	0.00129006	0	0.002599653	0.000311974	0.00233156	0	0	6.34397E-05	0.003101812	0.001262626	0	0.00064554	0.000476219	0.0053137	6.71998E-05	0.00041796	0	0.000640391	0.00150858	0.002065865
Ethanoligenens	0	6.18735E-05	0.001629549	0.000645881	0	0	0.000298918	0	0	0.000190319	0.002128695	0.000280584	0	0.000234742	0.002797786	0	0	0	0	0.001455435	0.000471431	0
Flavonifractor	0	0	0	0	0	0	0	0	0.001045	0	0	0	0	0	0	0	0.000470398	5.97086E-05	0	0.000349304	0	0
Pseudoflavonifractor	0	0	0	0	0	0	0	0	0	0	6.08199E-05	7.01459E-05	0.000114561	0	0	0	0	0.000298543	0	0.001047913	0	0
Anaerotruncus	0	0	0	0.000234866	0	0	5.97836E-05	0	0	0.000126879	0.000304099	0	0	5.86854E-05	0.000119055	0	6.71998E-05	0	0.000243132	0	0	6.07607E-05
Acetivibrio	0	0	6.78979E-05	0	0	0	0	0	0	0	0.00407493	0.000631313	0	0	5.95274E-05	0.000192061	0.001679995	0	6.07829E-05	0	0	6.07607E-05
Acetanaerobacterium	0	0	0	0.000411015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaerofilum	0	0	0	0	0	0	0.000538052	0	0	0	0.000790658	0.000140292	0	0	0	6.40205E-05	0	0	0	0.000116435	0	0
Saccharofermentans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fastidiosipila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000291087	0	0
Clostridium_XI	0.005723529	0.060141072	0.023696361	0.00645881	0.051473137	0.038871904	0.001434806	0.053296605	0.003853439	0.001015035	0.104184406	0.046015713	0	0.081983568	0.042026311	0.00134443	0.0311807	0.017614043	0.026866035	0.010828433	0.002828588	0.023089075
Peptostreptococcus	0	0	0	0.000117433	0.000404391	0	0.000179351	0	0.000195938	0	0	0	0.000400962	0	0.000238109	0.000192061	0	0	0	0	0	0.000425325
Anaerovorax	0.000373274	0.004145527	0.001222162	0.002231225	0.002830734	0	0.001375022	0.000119768	0.000849063	0.000888156	0.018063496	0.00035073	0	0.00193662	0.006726591	0.00921895	0.000940797	0.002925722	0.000303914	0.001862956	0.00075429	0.004496294
Mogibacterium	0	0	0	0	0.00034662	0	0.008728403	0.000179651	0	0	0.000669018	0	0.000801925	0.000352113	0.000238109	0.000832266	6.71998E-05	0	0	0.000291087	0	0.002855754
Clostridium_sensu_stricto	0.000248849	0.001237471	0.001561651	0	0.001039861	0.000686342	0	0.001317444	0	0	0.019401533	0.004208754	5.72803E-05	0.00193662	0.003452586	0.001920615	0	0.001492716	0.000121566	0.002037608	0.000471431	0.012152145
Sarcina	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.40205E-05	0	0	0	0	0	0
Eubacterium	0.000186637	0.000185621	0.001086366	0.000645881	0.000866551	0.000249579	0.000896754	0	0	0.000634397	0.005595426	0.001402918	0.000687364	0.000586854	0.001904875	0.000192061	0	0.000179126	0.000303914	0.005763521	0.00075429	6.07607E-05
Anaerofustis	0	0	0	0	0	0	0	0	0	0	0.00018246	0	0	0	0	0	0	0	0	0	0	0
Parvimonas	0	0.000494988	0	0.000704597	0	0	0	0	0	0	0	0.000701459	0	0	0	0	0	0	0	0	0.000660004	0
Anaerococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.07829E-05	0.035920126	0	0
Peptoniphilus	0	0.000123747	0	0.000352299	0	0	0.000179351	0	0	0.000190319	0.000304099	0	0	0	0	6.40205E-05	0	0	0.000182349	0.025732084	0	0
Finegoldia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.95274E-05	0.000704225	0	0	0	0.016883041	0	0
Dehalobacter	0	0.000618735	0	0	5.77701E-05	0	0	5.98838E-05	0	0	0.006264445	7.01459E-05	0	0.000352113	0	0.006402049	0	0.000298543	0	5.82174E-05	0	0.000546847
Peptococcus	0	0.000123747	0	0	5.77701E-05	0	0.000179351	0	0	0	0	0	0	0.000352113	0	0	0	0	0	0.000116435	0	0
Anaerosphaera	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000291087	0	0
Murdochiella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006520347	0	0
Mahella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gracilibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_XVIII	0.032661441	0.044301448	0.006246605	0.024895778	0.001964183	0.00436763	0	0.003413378	0.049180328	0.014971769	0.004500669	0.009399551	0.000916485	0.018544601	0.008333829	0.018693982	0.008803172	0.030272271	0.024070022	0.002328695	0.011880068	0.002430429
Coprobacillus	0.000995396	6.18735E-05	0	0.000293582	0.000577701	0.002433394	0	0.001018025	0.003265626	0.000570957	0.002919353	0	0	0.000117371	0.007619501	0	0.001209596	0.00041796	6.07829E-05	0.00110613	0	0
Turicibacter	0	0.002598688	0.00258012	0.000411015	0.0073368	0.000436763	0.000119567	0.007245943	0.001175625	0.001268794	0.004865588	0	0.000572803	0.004577465	0.000833383	0.002432778	0.002015994	0.005433485	0.020726963	0.000174652	0	0.002977275
Catenibacterium	0	0	0.041078218	5.87165E-05	0.267186597	0	0.244455073	0.002155818	0	6.34397E-05	6.08199E-05	0.044402357	0.095142628	0.000234742	0.000476219	0.000192061	0.002083193	0.000597086	0.000972526	0.052279211	0.003394305	0.189269656
Allobaculum	0	0	0	5.87165E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Erysipelotrichaceae_incertae_sedis	0	0.00315555	0.006450299	0	0.03876372	0	0	0.001736631	0.000195938	6.34397E-05	0.031687143	0.032968575	0.026406232	0.001467136	0.029168403	0	0.001411195	0	0.008995867	0.009547651	0	0.056385952
Lactobacillus	0.021463233	0.000185621	0.000135796	0.000234866	0	0.000124789	0.000179351	0.000299419	0	0	0	0.028829966	0	0	0.000535746	0.000128041	0	0	0.000182349	0.000291087	0	0.00249119
Streptococcus	0.011322633	0.020542012	0.00353069	0.00281839	0.03853264	0.010482311	0.003347881	0.053116953	0.011168441	0.008183721	0	0.004138608	0.012830794	0.002816901	0.033097208	0.048079385	0.07190377	0.05457368	0.007840992	0.005705304	0.008580049	0.007959655
Lactococcus	0	0.001546838	0	0.000234866	5.77701E-05	0	0	0.000419187	0	0.001459113	0	0.000210438	0.003150418	0	0	0	0.000335999	0.000119417	0	0	0.000471431	0
Granulicatella	0.000497698	0	0.000678979	0	0	0	0	0	0	0.000824716	0	0	0	0	0.000416691	0	0.000403199	0	0	0	0.000282859	0.000121521
Atopostipes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dolosigranulum	0	0	0	0	0	0	0	0	0	0	6.08199E-05	0	0.000859205	0	0	0.000640205	0	0	0.000182349	0	0	0
Carnobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Enterococcus	0	0	0	0	0	0	0	0.000419187	6.53125E-05	0	0	0	0.003093138	0	0	0	0	5.97086E-05	0	0.00110613	0.000377145	0
Leuconostoc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000238109	0	0	0	0	0	0	0
Weissella	0	0	0	0	0	0	0	0.000359303	0	0	0	0	0	0	0	0	0.000671998	0	0	0.000931478	0	0
Globicatella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000471431	0
Staphylococcus	0.00410601	0.000309368	0	0	0.00011554	0	0	0.000299419	0	0.000824716	0	0	0	0	0	0	0	5.97086E-05	0	0.005181347	0	0
Jeotgalicoccus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gemella	0	0.000247494	6.78979E-05	0	0	0.000311974	5.97836E-05	0.000179651	0	0.000570957	0	0	0	0	0	0.000448143	0.001075197	0	0.000243132	5.82174E-05	0.000565718	0.000303804
Bacillus	0	0.000309368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dialister	0.003110613	0.000928103	0.007332971	0	5.77701E-05	0.000811131	5.97836E-05	5.98838E-05	0.004441251	0.000380638	0	0.005401235	0.000859205	0.001349765	0.001071492	0	0	5.97086E-05	0	0.010304477	0.006600038	0.004374772
Veillonella	0.000435486	0	0	0	0	0	0	5.98838E-05	0.000326563	0.000824716	6.08199E-05	0.000210438	0.000286402	0	0.000119055	0	0.000537598	0	6.07829E-05	0.000815043	0	0.000121521
Allisonella	0	6.18735E-05	0	0	0	0	0	0	0	0	6.08199E-05	0	0	0	0	0	0.0001344	0	0	0	0	0
Megasphaera	0	0	0	0	0	0	0	0	0.002024688	0	0	0	0	0	0	0	0	0	0	0	0	0
Selenomonas	0	0	0.000271592	0	0	0	0	0.000359303	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaerovibrio	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mitsuokella	0	0	0	0	0	0	0	0	0	0	0.000304099	0	0	0	0	0	0	0	0	0	0	0
Megamonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011941724	0	0	0	0
Anaeroglobus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.71998E-05	0	0	0	0	0
Sporomusa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001433007	0	0	0	0
Negativicoccus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001397217	0	0
Phascolarctobacterium	0	0.000494988	0.000135796	0	0.008434431	0	0	0.000299419	0	0.011355706	0.001885415	0.000280584	0.000801925	0.000997653	0.002976368	0.003585147	0	0	0	0.000291087	0.001320008	0
Acidaminococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001344	0	0	0	0	0
Propionibacterium	0.000373274	0.000247494	0	5.87165E-05	0.00028885	0	0	0	0.000653125	0.001966631	6.08199E-05	0.000561167	0.000973766	5.86854E-05	0	0.000192061	0.000268799	0.000238834	0.000486263	0.000291087	0.000660004	0.000729129
Friedmanniella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aeromicrobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinomyces	0.001244245	0.000866229	0.000135796	0.000587165	0.000808781	0.000311974	0.000179351	0.00077849	0.000849063	0.001268794	0.000790658	7.01459E-05	0.000859205	0	0.000714328	0.001088348	0.000806397	0.001015047	0.000607829	0.001397217	0.000565718	0.002248147
Actinobaculum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arcanobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mobiluncus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Varibaculum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001455435	0	0
Corynebacterium	0.000684335	0.000742482	0	0.000763314	0.00023108	0	0	0	0	0	0.00018246	0.000210438	0	0	0.000297637	0	0.000739198	0	0	0.010595564	0	0.000425325
Dietzia	0	0	0	0	0	0	0.000179351	0	0	0	0.00018246	0	0	0	0	0	0	0	0	0	0	0
Mycobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhodococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brevibacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rothia	0	0	0	0	0.000577701	0	0	0.001497096	0	0	0	0	0.001374728	0	0	0	0	0	0	0.000174652	0.000188573	0
Micrococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kocuria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arthrobacter	0	0	0	0	0	0	0	0	0	0	0	0	0.000687364	0	0	0	0	0	0	0	0	0
Auritidibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.82174E-05	0	0
Brachybacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clavibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bifidobacterium	0.001182033	0.053396857	0.032930473	0.175503494	0.091565569	0.051850003	0.028815687	0.04102042	0.089608778	0.002283829	0.004561489	0.216961279	0.266983618	0.037265258	0.02518007	0.005121639	0.023788724	0.141390017	0.022246535	0.060371427	0.090797662	0.047332604
Scardovia	0	0	0	0	0	0	0	0	0	0.000444078	0	0	0	0	0	0	0	0	0	0	0	0
Collinsella	0.023267388	0.036505383	0.059818034	0.01509013	0.134026574	0.025332252	0.06689783	0.007964549	0	0.001839751	0.029558448	0.052749719	0.083514721	0.028169014	0.016250967	0.00262484	0.076876554	0.000537378	0.094274252	0.076031903	0.14067509	0.133612833
Atopobium	0.000622123	0	6.78979E-05	0	0	0.001247894	0.001434806	0	0	0	0.000547379	0	0	0.000234742	0	0.000128041	0.001948794	5.97086E-05	0	0.000116435	0.00075429	0.000182282
Eggerthella	0.000870972	0.000123747	0	0.000293582	0.00011554	0.000623947	0.000119567	0.00485059	0.010972503	0.008183721	0.000243279	0	0	0	0.007559974	0.000192061	0.001142396	0.004179604	0.003282276	0	0.003677164	0
Gordonibacter	6.22123E-05	0	0	5.87165E-05	0.001848642	0.000561552	5.97836E-05	0.003413378	0	0	0	0.000561167	0	0.000762911	0	0.002368758	6.71998E-05	0.001910676	0.000911743	0	0.000565718	0
Olsenella	0.000248849	0.000123747	0	0.00199636	0	0	0	0.000179651	0	0	0.000790658	0.000491021	0.000630084	0	0	0	0	0	0.000486263	0.000174652	0	0.002065865
Enterorhabdus	0	0	0	0.000117433	0.001559792	0	0	0	0	0	6.08199E-05	7.01459E-05	0	0	0	0	0.000403199	0	0.000243132	0.000174652	0	6.07607E-05
Slackia	0	0.002289321	0.000543183	0.000352299	0.000577701	0	0.000777187	0.000119768	0	6.34397E-05	0.004865588	0.003577441	0.002233933	0.001115023	0	0.000704225	0.000335999	0.000119417	0	0.002386913	0	0.009721716
Cryptobacterium	0	0	0	0	0	0	0.000119567	0	0	0	0	0	0	0	0	0	0.000201599	0	0	0	0	0
Rubrobacter	0.000933184	0	0	5.87165E-05	0	0	0	0.000299419	0	0	0	0	0	0	0	0	0	5.97086E-05	0	0	0	0
Patulibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alistipes	0.012940152	0.002660562	0.007740359	0	0	0.004055656	0.000418485	0.000299419	0.0005225	0.001268794	0.005595426	7.01459E-05	0.000515523	0.002640845	0.002202512	0.001600512	0.011558363	0.007523286	0	0.000756826	0.004714313	6.07607E-05
Rikenella	0	0.000680609	0	0	0	0	0	0	0	0	0	0	0	0.000410798	0	0	0	0	0	5.82174E-05	0	0.000972172
Parabacteroides	0.004852557	0.001237471	0.005363933	5.87165E-05	0.000635471	0.000374368	0	0.000958141	0.003526876	0.003235425	0.00395329	0.000841751	0.000916485	0.000469484	0.000595274	0.001216389	0.001679995	0.005075233	0.000303914	0.001746522	0.004902885	0.003463361
Porphyromonas	0.00055991	0.000309368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000121566	0.116784072	0	0
Barnesiella	0.000746547	0.000928103	0.000882672	0	0	0	0	0.000359303	0	0.002474148	0.000912298	0.000841751	0	0.000997653	0	0.00128041	0	0.00041796	0	0.000116435	0.000660004	0.001215214
Odoribacter	6.22123E-05	0	0.000271592	0	0	6.23947E-05	0	0	0	0.000380638	0.000243279	0	0	0	0	0	6.71998E-05	0.000656795	0	5.82174E-05	0	0.000182282
Butyricimonas	0	0	0.000407387	0	0	0	0	0	0	0	0.000304099	0	0	0	0	0	0	0	0	0	0.000282859	0
Dysgonomonas	0	0	0	0.000587165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteroides	0.045228319	0.008662294	0.014665942	0.000704597	0.000519931	0.008797654	0	0.008383736	0.048331265	0.067246083	0.009731176	0.006734007	0.004066903	0.019248826	0.005476516	0.006209987	0.024527922	0.039168856	0.000364697	0.036211213	0.042994531	0.006076072
Prevotella	0	0.004393021	0.009505703	0	0.003870595	0	0	0.000179651	0	6.34397E-05	0.000669018	0.004208754	0	0.000821596	0	0.000128041	0	0.000298543	0	0.015776911	0	0.003524122
Paraprevotella	0	0	0.000271592	0	0	0	0	0.000598838	0	0.004821417	0	0.000982043	0.000343682	0	0.000178582	0	0.00302399	0	0	0	0.000471431	0
Xylanibacter	0	0	0	0	0	0	0	0	0	0	0.00012164	0	0	0	0	0	0	0	0	0	0	0
Hallella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cloacibacterium	0.013935548	0.002413068	0.001493753	0.003111972	0.000982091	0.000124789	0.000597836	0.001616863	0.001045	0.003996701	0.00012164	0.00154321	0.0069882	0.00129108	0.000476219	0.002048656	0.002351992	0.000955338	0.001884269	0.003434826	0.003111446	0.001579779
Elizabethkingia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flavobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chryseobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chitinophaga	0	0	0.00095057	0	0	0	0	0	0.000587813	0.000444078	0.00012164	0	0	0.000410798	0	0	0	0	0	0	9.42863E-05	0
Hydrotalea	0	0	0.000135796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Niastella	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000821596	0	0	6.71998E-05	0	0	0.000349304	0	0
Terrimonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hymenobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000410798	0	0	0	0	0	0	0	0
Spirosoma	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dyadobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mucilaginibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pedobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dechloromonas	0.002426278	0.000618735	0.000203694	0	0.000635471	6.23947E-05	0	0	0	0	0	0	0.000973766	0	0	0.000512164	0.000537598	0	0	0	0.000660004	0
Propionivibrio	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methyloversatilis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Azonexus	0	0	0	0.000352299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zoogloea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000335999	0	0	0	0	0
Azospira	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000179126	0	0	0	0
Ralstonia	0.006159015	0.004145527	0.00258012	0.002231225	0.001617562	0.000311974	0.000239134	0.000898257	0.004506564	0.003996701	0.001033937	0.000210438	0.003035857	0.006748826	0.000654801	0.001536492	0.00302399	0.000716503	0.001215658	0.000407522	0.005091458	0.002005104
Cupriavidus	6.22123E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Burkholderia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000425325
Diaphorobacter	0.00547468	0.000247494	0.00224063	0.002642241	0.000577701	0.000124789	0.000478269	0.000598838	0.001698126	0.001839751	6.08199E-05	0.002384961	0.003150418	0.000762911	0.00089291	0	0.00309119	5.97086E-05	0.000547046	0.000640391	0.002074298	0.002126625
Acidovorax	0.003732736	0.002413068	0.004549158	0.008337737	0.000924321	0.001185499	0.002510911	0.001676747	0.007445627	0.01065787	0.000851478	0.006804153	0.004983389	0.003051643	0.001726293	0.004481434	0.004233586	0.001253881	0.001945052	0.001164348	0.006222893	0.003827926
Comamonas	0.000311061	0	0	0	0	0	0	0.000119768	0.000130625	0.000570957	0	7.01459E-05	0.004926108	0	0.000654801	0	0.000806397	0	0.000303914	0.00023287	0	0.000121521
Albidiferax	0	6.18735E-05	0	0	0	0	0	0	6.53125E-05	6.34397E-05	0	0	0	0	0	0	0	0	0	0	0	0
Limnohabitans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Curvibacter	0	0	0	0	0	0	0	0.000179651	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000668368
Pelomonas	0	0	0	0	0	0	0	0	0	0	0	0.000771605	0	0	0	0	0	0	0	0	0	0
Variovorax	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudorhodoferax	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Castellaniella	0.000870972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bordetella	0	0	0	0	0	0.000187184	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000174652	0	0
